"TRAYECTO","DESCRIPCION","NOMENCLATURA_CIRCUITO"
2101,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","G_DU_RM_CL_05"
2102,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","G_DU_RM_CL_08"
2103,"RECOLECCION  DOMICILIARIA POR CONTENEDORES METALICOS","A_DU_RM_CL_15"
2104,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS SECOS POR CONT. METÁL.","E_DU_RS_CL_17"
2105,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_G_DU_RM_CL_04"
2106,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_G_DU_RM_CL_05"
2107,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_02"
2108,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_03"
2109,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_04"
2110,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_05"
2111,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_06"
2112,"TRANSPORTE DE OBJETOS VARIOS","BU_ENC"
2113,"REALIZACIÓN DE TAREAS INSPECTIVAS","BU_INS"
2114,"TRÁMITES DE COMPRAS EN GENERAL","BU_COM"
2115,"SERVICIO DE AUXILIO DE GOMERÍA","BU_GOM"
2116,"SERVICIO DE AUXILIO MECÁNICO","BU_MEC"
2117,"TRASLADO DE FUNCIONARIOS EN GENERAL","BU_PER"
2118,"TRANSPORTE DE DOCUMENTACIÓN EN GENERAL","BU_DOC"
2119,"RECORRIDA DE CONTROL, SUPERVISIÓN U OBSERVACIÓN DE TAREAS","BU_RUT"
2120,"OBSERVACIÓN DE PUNTOS DE INTERÉS","BU_OBS"
2121,"REALIZACIÓN DE TAREAS TÉCNICAS","BU_TEC"
2122,"TRASLADO DE PERSONAS NO FUNCIONARIAS I.M.","BU_PNF"
2123,"TRANSPORTE DE OBJETOS VARIOS","U3_ENC"
2124,"TRÁMITES DE COMPRAS EN GENERAL","U3_COM"
2125,"SERVICIO DE AUXILIO DE GOMERÍA","U3_GOM"
2126,"SERVICIO DE AUXILIO MECÁNICO","U3_MEC"
2127,"TRASLADO DE FUNCIONARIOS EN GENERAL","U3_PER"
2128,"TRANSPORTE DE DOCUMENTACIÓN EN GENERAL","U3_DOC"
2129,"RECORRIDA DE CONTROL, SUPERVISIÓN U OBSERVACIÓN DE TAREAS","U3_RUT"
2130,"OBSERVACIÓN DE PUNTOS DE INTERÉS","U3_OBS"
2131,"REALIZACIÓN DE TAREAS TÉCNICAS","U3_TEC"
2132,"TRASLADO DE PERSONAS NO FUNCIONARIAS I.M.","U3_PNF"
2133,"REALIZACIÓN DE TAREAS INSPECTIVAS","U3_INS"
2134,"SERVICIO DE PLUMA DE CONTENEDORES","URME_PLU_01_M"
2135,"SERVICIO DE GRÚA DE CONTENEDORES","URME_GRU_01_M"
2136,"TRANSPORTE DE OBJETOS VARIOS","C2_ENC"
2137,"TRANSPORTE DE OBJETOS VARIOS","HA_ENC"
2138,"TRANSPORTE DE OBJETOS VARIOS","DL_ENC"
2139,"REALIZACIÓN DE TAREAS INSPECTIVAS","C2_INS"
2140,"REALIZACIÓN DE TAREAS INSPECTIVAS","HA_INS"
2141,"REALIZACIÓN DE TAREAS INSPECTIVAS","DL_INS"
2142,"TRÁMITES DE COMPRAS EN GENERAL","C2_COM"
2143,"TRÁMITES DE COMPRAS EN GENERAL","DL_COM"
2144,"TRÁMITES DE COMPRAS EN GENERAL","HA_COM"
2145,"SERVICIO DE AUXILIO DE GOMERÍA","C2_GOM"
2146,"SERVICIO DE AUXILIO DE GOMERÍA","HA_GOM"
2147,"SERVICIO DE AUXILIO MECÁNICO","C2_MEC"
2148,"SERVICIO DE AUXILIO MECÁNICO","HA_MEC"
2149,"TRASLADO DE FUNCIONARIOS EN GENERAL","C2_PER"
2150,"TRASLADO DE FUNCIONARIOS EN GENERAL","HA_PER"
2151,"TRASLADO DE FUNCIONARIOS EN GENERAL","DL_PER"
2152,"TRANSPORTE DE DOCUMENTACIÓN EN GENERAL","C2_DOC"
2153,"TRANSPORTE DE DOCUMENTACIÓN EN GENERAL","HA_DOC"
2154,"TRANSPORTE DE DOCUMENTACIÓN EN GENERAL","DL_DOC"
2155,"RECORRIDA DE CONTROL, SUPERVISIÓN U OBSERVACIÓN DE TAREAS","C2_RUT"
2156,"RECORRIDA DE CONTROL, SUPERVISIÓN U OBSERVACIÓN DE TAREAS","HA_RUT"
2157,"RECORRIDA DE CONTROL, SUPERVISIÓN U OBSERVACIÓN DE TAREAS","DL_RUT"
2158,"OBSERVACIÓN DE PUNTOS DE INTERÉS","C2_OBS"
2159,"OBSERVACIÓN DE PUNTOS DE INTERÉS","HA_OBS"
2160,"OBSERVACIÓN DE PUNTOS DE INTERÉS","DL_OBS"
2161,"REALIZACIÓN DE TAREAS TÉCNICAS","C2_TEC"
2162,"REALIZACIÓN DE TAREAS TÉCNICAS","HA_TEC"
2163,"REALIZACIÓN DE TAREAS TÉCNICAS","DL_TEC"
2164,"TRASLADO DE PERSONAS NO FUNCIONARIAS I.M.","C2_PNF"
2165,"TRASLADO DE PERSONAS NO FUNCIONARIAS I.M.","HA_PNF"
2166,"TRASLADO DE PERSONAS NO FUNCIONARIAS I.M.","DL_PNF"
2167,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_01"
2168,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_02"
2169,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_03"
2170,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_04"
2171,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_05"
2172,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_06"
2173,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_07"
2174,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_08"
2175,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_09"
2176,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_15"
2177,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","B_DU_RM_CL_01"
2178,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","B_DU_RM_CL_02"
2179,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_01"
2180,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_02"
2181,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_03"
2182,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_04"
2183,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_05"
2184,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_06"
2185,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_07"
2186,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_08"
2187,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_09"
2188,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_10"
2189,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_14"
2190,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_11"
2191,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_12"
2192,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_13"
2193,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","C_DU_RM_CL_15"
2194,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_01"
2195,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_02"
2196,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_03"
2197,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_04"
2198,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_05"
2199,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_06"
2200,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_07"
2201,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_08"
2202,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_09"
2203,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_10"
2204,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_11"
2205,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_12"
2206,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","CH_DU_RM_CL_13"
2207,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_01"
2208,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_02"
2209,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_03"
2210,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_04"
2211,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_05"
2212,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_06"
2213,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_07"
2214,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","G_DU_RM_CL_08"
2215,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_01"
2216,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_02"
2217,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_03"
2218,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_04"
2219,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_05"
2220,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_06"
2221,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_07"
2222,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_08"
2223,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_09"
2224,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","F_DU_RM_CL_10"
2225,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_01"
2226,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_02"
2227,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_03"
2228,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_04"
2229,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_05"
2230,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_06"
2231,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_07"
2232,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_08"
2233,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_09"
2234,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_10"
2235,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_11"
2236,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_12"
2237,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_13"
2238,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_14"
2239,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_15"
2240,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RM_CL_16"
2241,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","E_DU_RS_CL_17"
2242,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_01"
2243,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_02"
2244,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_03"
2245,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_04"
2246,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_05"
2247,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_06"
2248,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_07"
2249,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_08"
2250,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_09"
2251,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_10"
2252,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_11"
2253,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_12"
2254,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","D_DU_RM_CL_13"
2255,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_01"
2256,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_02"
2257,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_03"
2258,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_04"
2259,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_05"
2260,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_06"
2261,"SERVICIOS ESPECIALES FRACCIÓN HÚMEDA","B_NU_RH_ST_07"
2262,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_01"
2263,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_02"
2264,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_03"
2265,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_04"
2266,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_05"
2267,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_06"
2268,"SERVICIOS ESPECIALES FRACCIÓN SECA","B_NU_RS_ST_07"
2269,"RECOLECCIÓN DOMICILIARIA POR CONTENEDORES METÁLICOS","A_DU_RM_CL_16"
2270,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_21_14.1"
2271,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_22_14.2"
2272,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_23_14.3"
2273,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_24_14.4"
2274,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_25_17.1"
2275,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_26_17.2"
2276,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_27_17.3"
2277,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_28_17.4"
2278,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_29_17.5"
2279,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_30_17.6"
2280,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_31_17.7"
2281,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_32_18.1"
2282,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_33_18.2"
2283,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_34_18.3"
2284,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_35_18.4"
2285,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","A_DU_RM_ST_36_18.5"
2286,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","G_DU_RM_ST_21_12.1"
2287,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","G_DU_RM_ST_22_12.2"
2288,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","G_DU_RM_ST_23_12.3"
2289,"RECOLECCIÓN DE RESIDUOS DOMICILIARIOS POR SISTEMA MANUAL","G_DU_RM_ST_24_12.4"
2290,"SSEE SIN CONT. Y MANUAL  - VOLANTE 1","A_VS_RM_ST_01_VOLANTE1"
2291,"SSEE SIN CONT. Y MANUAL - 9ª TAREA","AG_VS_RM_ST_02_9ªTAREA"
2292,"SSEE Y CCHH - CONT3","AG_VS_RM_ST_03_CONT3"
2293,"SSEE, CCHH Y TERMINAL COLÓN  - CONT4","AG_VS_RM_ST_04_CONT4"
2294,"PEV DENUNCIAS DE ZL_MUN_ABCG","VS_RM_CA_01_ABIERTO.ZL"
2295,"CIRCUITO LIMPIO DOMICILIARIO_MUN_ABCG","DU_RS_ST_01_HORMIGA"
2296,"SSEE SIN CONT Y MANUAL - VIV3","G_VS_RM_ST_01_VIV3"
2297,"SSEE SIN CONT Y MANUAL - VOLANTE 2","A_VS_RM_ST_05_VOLANTE2"
2298,"RECOLECCIÓN DOMICILIARIA MANUAL","A_DU_RM_ST_37_VIV1"
2299,"RECOLECCIÓN DOMICILIARIA MANUAL","A_DU_RM_ST_38_VIV2"
2300,"SSEE, CARCELARIOS Y CCHH","A_VS_RM_ST_06_CONT1.LMV"
2301,"SSEE, CARCELARIOS Y CCHH","G_VS_RM_ST_02_CONT1.MJS"
2302,"SSEE, CARCELARIOS Y CCHH","AG_VS_RM_ST_07_CONT2.LMV"
2303,"SSEE, CARCELARIOS Y CCHH","A_VS_RM_ST_08_CONT2.MJS"
2304,"RECOLECCIÓN DOMICILIARIA MANUAL - ASENTAMIENTOS","G_DU_RM_ST_25_ASENT1"
2305,"RECOLECCIÓN DOMICILIARIA MANUAL - ASENTAMIENTOS","AG_DU_RM_ST_26_ASENT2"
2306,"RECOLECCIÓN DOMICILIARIA RURAL MANUAL","G_RU_RM_ST_01_RURAL1"
2307,"RECOLECCIÓN DOMICILIARIA RURAL MANUAL","G_RU_RM_ST_02_RURAL2"
2308,"RECOLECCIÓN DOMICILIARIA RURAL MANUAL","A_RU_RM_ST_01_RURAL3"
2309,"RECOLECCION SELECTIVA - RS - CCHH Y SSEE","RS_02"
2310,"RECOLECCION SELECTIVA - RS - CCHH Y SSEE","RS_01"
2311,"RECOLECCIÓN EN AVENIDAS - ESTE","AVM (LMV)"
2312,"RECOLECCIÓN EN AVENIDAS - ESTE","AVM (MJS)"
2313,"LEVANTE BOLSAS DE BARRIDO - APOYO","LB_Z7A"
2314,"LEVANTE BOLSAS DE BARRIDO - APOYO","LB_Z7B"
2315,"SERVICIOS COMERCIALES - N1","SC_25_N1"
2316,"RECOLECCIÓN DE ESCOMBROS","ESCOMBROS"
2317,"RECOLECCIÓN BASURA INÉDITA","INEDITA"
2318,"COMPLEJOS HABITACIONALES (MANUAL)","CT_10_CH1A"
2319,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN1"
2320,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN2"
2321,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN3"
2322,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN4"
2323,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN5"
2324,"RECOLECCION  DOMICILIARIA POR CONTENEDOR METALICOS","F_DU_RM_CL_10"
2325,"RECOLECCIÓN DOMICILIARIA MANUAL","D_DM_10_10.1"
2326,"RECOLECCIÓN EN AVENIDAS - ESTE","AMB"
2327,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2M_CAMIÓN1"
2328,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2M_CAMIÓN2"
2329,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2M_CAMIÓN3"
2330,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2M_CAMIÓN4"
2331,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2M_CAMIÓN5"
2332,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN1"
2333,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN2"
2334,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN3"
2335,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN4"
2336,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN5"
2337,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2V_CAMIÓN1"
2338,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2V_CAMIÓN2"
2339,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2V_CAMIÓN4"
2340,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2V_CAMIÓN3"
2341,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA2V_CAMIÓN5"
2342,"RECOLECCIÓN DOMICILIARIA MANUAL","RM_APOYO_1M"
2343,"RECOLECCIÓN DOMICILIARIA MANUAL","RM_APOYO_2M"
2344,"RECOLECCIÓN DOMICILIARIA MANUAL","RM_APOYO_1V"
2345,"RECOLECCIÓN DOMICILIARIA MANUAL","RM_APOYO_2V"
2346,"LEVANTE DE BOLSAS DE BARRIDO","LB_APOYO_1M"
2347,"LEVANTE DE BOLSAS DE BARRIDO","LB_APOYO_1V"
2348,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_A_DU_RM_CL_16"
2349,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_07"
2350,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_08"
2351,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_09"
2352,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_F_DU_RM_CL_10"
2353,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_A_DU_RM_CL_11"
2354,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_A_DU_RM_CL_14"
2355,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_A_DU_RM_CL_15"
2356,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_E_DU_RS_CL_17"
2357,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_A_DU_RM_CL_09"
2358,"LAVADO DE CONTENEDOR CON CAMION LAVADOR","LV_A_DU_RM_CL_10"
2359,"LIMPIEZA DE FERIAS","LF_FERIAS1_MIERCOLES"
2360,"LIMPIEZA DE FERIAS","LF_FERIAS1_JUEVES"
2361,"LIMPIEZA DE FERIAS","LF_FERIAS1_VIERNES"
2362,"LIMPIEZA DE FERIAS","LF_FERIAS1_SABADO"
2363,"LIMPIEZA DE FERIAS","LF_FERIAS1_DOMINGO"
2364,"LIMPIEZA DE FERIAS","LF_FERIAS2_MARTES"
2365,"LIMPIEZA DE FERIAS","LF_FERIAS2_JUEVES"
2366,"LIMPIEZA DE FERIAS","LF_FERIAS2_SABADO"
2367,"LIMPIEZA DE FERIAS","LF_FERIAS2_DOMINGO"
2368,"LEVANTE A MANO VOLUMINOSOS","INEDITA_VESP_LUNES"
2369,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN4"
2370,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN5"
2371,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1M_CAMIÓN1"
2372,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1M_CAMIÓN2"
2373,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1M_CAMIÓN3"
2374,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1M_CAMIÓN5"
2375,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1M_CAMIÓN4"
2376,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN1"
2377,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN2"
2378,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN3"
2379,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN4"
2380,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1V_CAMIÓN5"
2381,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1V_CAMIÓN1"
2382,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1V_CAMIÓN2"
2383,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1V_CAMIÓN3"
2384,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1V_CAMIÓN4"
2385,"LEVANTE DE BASURALES CON PALA MECÁNICA","RETRO1V_CAMIÓN5"
2386,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_10"
2387,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_11"
2388,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_12"
2389,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_13"
2390,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_14"
2391,"REPARACIÓN DE CONTENEDORES METÁLICOS IN SITU","A_DU_RM_CL_16"
2392,"RECORRIDA DE ZONA LIMPIA","ZL_CH_DU_RM_ST_04"
2393,"RECORRIDA DE ZONA LIMPIA","ZL_CH_DU_RM_ST_05"
2394,"RECORRIDO DE ZONA LIMPIA","ZL_CH_DU_RM_ST_06"
2395,"RECOLECCIÓN DE ZONA LIMPIA","ZL_D_DU_RM_ST_04"
2396,"RECOLECCIÓN DE ZONA LIMPIA","ZL_D_DU_RM_ST_05"
2397,"RECORRIDO DE ZONA LIMPIA","ZL_D_DU_RM_CD_06"
